title	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
Psal_005962	0.3041	0.4063	0.2256	0.2448	0.227	0.091	0.468	60.21	0.547	0.545	455	471	-0.184076	0.072187
Psal_005963	0.377	0.2951	0.2955	0.2683	0.23	0.065	0.446	52.46	0.446	0.464	65	69	-0.076812	0.086957
Psal_005964	0.3043	0.3317	0.2253	0.3269	0.201	0.059	0.441	57.82	0.546	0.535	1853	1918	0.051303	0.057873
Psal_005965	0.3293	0.3537	0.3182	0.1897	0.198	0.02	0.432	58.09	0.455	0.452	88	93	0.452688	0.139785
Psal_005966	0.2798	0.4404	0.193	0.2532	0.21	0.118	0.467	56.62	0.59	0.478	229	246	0.726423	0.142276
Psal_005967	0.2716	0.3821	0.2733	0.2931	0.16	-0.025	0.38	58.06	0.548	0.497	389	404	-0.145792	0.084158
Psal_005968	0.3112	0.3706	0.1942	0.2958	0.185	0.061	0.43	57.24	0.554	0.504	305	316	0.631962	0.120253
Psal_005969	0.25	0.375	0.25	0.2979	0.163	0.012	0.404	51.14	0.561	0.528	57	60	0.251667	0.066667
Psal_005970	0.3452	0.2857	0.3421	0.2639	0.227	0.023	0.429	48.8	0.439	0.519	98	108	-0.583333	0.092593
Psal_005971	0.2885	0.4231	0.2083	0.3913	0.263	0.135	0.508	39.77	0.615	0.535	65	71	-0.253521	0.112676
Psal_005972	0.3083	0.3619	0.2765	0.283	0.218	0.04	0.441	59.23	0.518	0.511	861	901	-0.26293	0.09434
Psal_005973	0.3046	0.3808	0.2759	0.2727	0.199	0.014	0.424	58.91	0.523	0.51	587	607	-0.274629	0.09061
Psal_005974	0.2598	0.3252	0.2994	0.3133	0.198	0.015	0.425	57.2	0.522	0.527	604	630	0.090476	0.106349
Psal_005975	0.2985	0.4328	0.2596	0.2396	0.228	0.12	0.5	54.78	0.547	0.527	148	150	-0.170667	0.093333
Psal_005976	0.2976	0.3095	0.2619	0.3901	0.228	-0.082	0.391	55.85	0.553	0.548	445	461	-0.854664	0.045553
Psal_005977	0.2903	0.3333	0.3509	0.1863	0.198	0.015	0.427	58.83	0.447	0.531	206	213	-0.694836	0.061033
Psal_005978	0.3115	0.3561	0.2722	0.2873	0.215	0.066	0.455	59.54	0.517	0.518	838	883	-0.308607	0.0906
Psal_005979	0.3486	0.3945	0.2609	0.2209	0.223	0.033	0.427	54.8	0.5	0.48	124	127	0.196063	0.125984
Psal_005980	0.2869	0.3738	0.2991	0.2897	0.182	-0.02	0.409	58.48	0.525	0.51	849	892	-0.386435	0.100897
Psal_005981	0.3	0.28	0.3273	0.3019	0.196	0.037	0.444	53.21	0.476	0.5	63	70	-0.447143	0.1
Psal_005982	0.2703	0.3243	0.3161	0.3174	0.178	-0.041	0.381	61	0.518	0.505	218	222	-0.291442	0.067568
Psal_005983	0.3361	0.3028	0.3199	0.2924	0.2	-0.025	0.409	60.84	0.468	0.488	421	441	-0.526304	0.102041
Psal_005984	0.2805	0.3829	0.2513	0.3231	0.224	0.061	0.457	59.1	0.561	0.519	952	996	-0.313353	0.101406
Psal_005985	0.3387	0.4516	0.2143	0.1132	0.18	0.141	0.478	46.51	0.507	0.568	67	71	-0.06338	0.084507
Psal_005986	0.2842	0.3908	0.2792	0.3013	0.207	0.026	0.439	57.18	0.543	0.51	887	921	-0.387514	0.102063
Psal_005987	0.3301	0.3385	0.2726	0.3119	0.213	0.011	0.43	59.05	0.51	0.505	845	889	-0.400675	0.097863
Psal_005988	0.3373	0.3622	0.2611	0.2755	0.229	0.022	0.435	58.19	0.507	0.505	879	913	-0.17437	0.094195
Psal_005989	0.3333	0.4063	0.2584	0.1685	0.219	0.07	0.468	45.82	0.495	0.576	109	114	-0.751754	0.070175
Psal_005990	0.2992	0.3253	0.2976	0.3326	0.209	-0.012	0.414	60.32	0.515	0.505	594	609	-0.382266	0.07225
Psal_005991	0.2978	0.3511	0.3202	0.2595	0.216	0.07	0.471	52.9	0.49	0.528	259	267	-0.620599	0.086142
Psal_005992	0.3222	0.3409	0.2849	0.2834	0.213	-0.011	0.413	57.37	0.499	0.505	864	900	-0.283889	0.091111
Psal_005993	0.3382	0.3529	0.3333	0.16	0.199	-0.021	0.397	43.52	0.438	0.482	73	76	-0.317105	0.118421
Psal_005994	0.313	0.3767	0.2544	0.2898	0.212	0.022	0.435	55.94	0.532	0.516	864	895	-0.371844	0.087151
Psal_005995	0.2866	0.3927	0.2525	0.325	0.215	0.038	0.446	58.05	0.562	0.522	905	941	-0.450478	0.096706
Psal_005996	0.2595	0.4595	0.193	0.2822	0.217	0.127	0.491	51.41	0.618	0.566	212	216	-0.558796	0.078704
Psal_005997	0.2818	0.3935	0.2446	0.3344	0.213	0.026	0.441	57.77	0.571	0.528	905	940	-0.45266	0.098936
Psal_005998	0.3215	0.3787	0.2507	0.2946	0.218	0.021	0.436	56.72	0.531	0.509	862	894	-0.355257	0.087248
Psal_005999	0.3311	0.3276	0.2779	0.3091	0.206	-0.034	0.399	59.91	0.503	0.505	686	721	-0.379057	0.090153
Psal_006000	0.3333	0.4234	0.2396	0.2955	0.288	0.187	0.534	57.52	0.549	0.494	133	139	-0.428777	0.136691
Psal_006001	0.3	0.4	0.1622	0.3333	0.208	0.117	0.453	54.83	0.604	0.526	53	57	0.203509	0.122807
Psal_006002	0.313	0.3203	0.2967	0.3375	0.219	-0.021	0.41	57.63	0.511	0.506	522	546	-0.582967	0.076923
Psal_006003	0.3352	0.3571	0.2407	0.223	0.182	0.005	0.394	58.83	0.495	0.511	198	208	0.336539	0.086538
Psal_006004	0.3254	0.4644	0.1883	0.2156	0.238	0.154	0.498	54.61	0.566	0.52	325	339	0.014159	0.109145
Psal_006005	0.3777	0.367	0.2485	0.2453	0.252	0.114	0.486	58.01	0.491	0.532	442	460	-0.639131	0.102174
Psal_006006	0.3391	0.3536	0.2739	0.2595	0.192	0.007	0.407	57.04	0.492	0.5	800	816	-0.379779	0.078431
Psal_006007	0.4045	0.3625	0.2111	0.2691	0.283	0.141	0.503	54.98	0.5	0.512	372	382	-0.490838	0.091623
Psal_006008	0.2913	0.4449	0.2107	0.292	0.263	0.138	0.5	53.73	0.589	0.551	304	310	-0.313548	0.080645
Psal_006009	0.2991	0.3538	0.2714	0.3182	0.231	0.045	0.445	56.75	0.536	0.556	726	758	-0.728232	0.085752
Psal_006010	0.377	0.2896	0.2376	0.294	0.224	-0.002	0.42	56.74	0.488	0.525	467	472	-1.046822	0.019068
Psal_006011	0.2512	0.3816	0.3081	0.3296	0.259	0.083	0.474	59.81	0.55	0.492	251	257	-0.342023	0.07393
Psal_006012	0.3119	0.3578	0.2632	0.3187	0.2	0.03	0.425	61	0.535	0.485	127	134	-0.314925	0.11194
Psal_006013	0.3009	0.3679	0.2645	0.3243	0.226	0.024	0.437	59.02	0.545	0.514	1284	1329	-0.467645	0.089541
Psal_006014	0.3185	0.3822	0.2105	0.3636	0.221	-0.007	0.412	59.57	0.577	0.528	194	209	-0.367943	0.086124
Psal_006015	0.2603	0.4273	0.2168	0.3575	0.223	0.039	0.439	55.31	0.616	0.542	813	850	-0.494235	0.092941
Psal_006016	0.3143	0.3647	0.2766	0.3008	0.201	0.004	0.418	56.94	0.521	0.499	1082	1125	-0.496267	0.095111
Psal_006017	0.3476	0.3659	0.2302	0.3175	0.235	0.092	0.46	57.05	0.529	0.487	189	206	-0.191748	0.116505
Psal_006018	0.2125	0.575	0.1566	0.3514	0.267	0.139	0.52	44.2	0.706	0.522	102	108	-0.50463	0.083333
Psal_006019	0.3721	0.3116	0.3147	0.268	0.214	-0.045	0.418	61	0.456	0.546	261	262	-1.312595	0.038168
Psal_006020	0.3667	0.3262	0.2817	0.29	0.21	-0.015	0.41	59.18	0.48	0.478	561	577	-0.369151	0.097054
Psal_006021	0.3241	0.3981	0.319	0.2143	0.233	0.019	0.432	61	0.482	0.509	139	148	-0.631757	0.108108
Psal_006022	0.3355	0.344	0.2854	0.3229	0.241	0.056	0.459	60.08	0.512	0.503	615	628	-0.866401	0.049363
Psal_006023	0.275	0.475	0.2473	0.3182	0.243	0.043	0.45	49.42	0.595	0.49	111	117	-0.461538	0.08547
Psal_006024	0.2258	0.3978	0.2165	0.4362	0.222	0.148	0.5	54.92	0.65	0.532	120	131	-0.674046	0.076336
Psal_006025	0.3465	0.3713	0.2642	0.2644	0.176	-0.023	0.397	53.83	0.5	0.475	242	254	-0.198819	0.051181
Psal_006026	0.4597	0.2796	0.255	0.2474	0.237	-0.043	0.402	52.84	0.418	0.494	1488	1532	-0.499282	0.056136
Psal_006027	0.2612	0.3959	0.2952	0.2577	0.186	-0.002	0.41	59.05	0.538	0.508	273	288	-0.122917	0.09375
Psal_006028	0.362	0.3313	0.3174	0.2532	0.19	0.018	0.424	61	0.454	0.462	205	215	-0.646977	0.051163
Psal_006029	0.3618	0.3665	0.2583	0.2921	0.242	0.062	0.456	56.62	0.507	0.495	765	801	-0.513858	0.094881
Psal_006030	0.2435	0.513	0.2051	0.2957	0.239	0.15	0.497	45.82	0.641	0.604	145	148	-1.077703	0.02027
Psal_006031	0.3576	0.3513	0.2583	0.25	0.182	-0.045	0.373	53.56	0.487	0.492	357	374	-0.159091	0.072193
Psal_006032	0.3121	0.3924	0.2389	0.2961	0.218	0.053	0.436	59.35	0.548	0.52	482	517	-0.339652	0.108317
Psal_006033	0.3613	0.3361	0.2237	0.2718	0.209	0.08	0.45	55.64	0.502	0.509	271	281	-0.20605	0.064057
Psal_006034	0.3423	0.3514	0.2596	0.2626	0.16	0	0.4	58.88	0.5	0.523	130	137	-0.193431	0.10219
Psal_006035	0.2857	0.4513	0.2452	0.2405	0.215	0.075	0.448	56.46	0.563	0.522	348	363	-0.077686	0.112948
Psal_006036	0.292	0.3451	0.2188	0.3689	0.195	-0.028	0.372	59.7	0.572	0.524	269	280	0.003214	0.071429
Psal_006037	0.2916	0.3676	0.242	0.3182	0.208	0.015	0.42	58.78	0.556	0.53	1045	1084	-0.33072	0.068266
Psal_006038	0.3311	0.365	0.2714	0.2549	0.212	0.021	0.43	57.08	0.501	0.5	690	712	-0.350983	0.077247
Psal_006039	0.3662	0.4437	0.2578	0.2891	0.317	0.155	0.535	57.48	0.541	0.526	185	189	-1.878307	0.021164
Psal_006040	0.3483	0.2959	0.2591	0.3536	0.236	-0.027	0.426	57.18	0.512	0.485	336	353	-0.639377	0.07932
Psal_006041	0.2273	0.2955	0.3571	0.375	0.187	-0.134	0.321	47.04	0.528	0.491	53	55	-0.096364	0.054545
Psal_006042	0.3198	0.3657	0.2738	0.279	0.229	0.037	0.438	57.02	0.514	0.512	669	691	-0.220261	0.095514
Psal_006043	0.3106	0.3824	0.2756	0.2707	0.216	0.054	0.449	59.73	0.52	0.508	982	1027	-0.266699	0.106134
Psal_006044	0.3291	0.3418	0.2625	0.318	0.201	-0.022	0.409	57.36	0.518	0.506	844	886	-0.400564	0.090293
Psal_006045	0.3077	0.4011	0.2874	0.2516	0.22	0.021	0.435	55.49	0.519	0.507	216	223	-0.11435	0.098655
Psal_006046	0.3333	0.4553	0.1593	0.2385	0.208	0.109	0.468	45.41	0.582	0.569	141	143	-0.603497	0.048951
Psal_006047	0.3019	0.3756	0.2355	0.3165	0.227	0.073	0.464	56.28	0.555	0.536	788	817	-0.293268	0.093023
Psal_006048	0.336	0.3431	0.2698	0.2221	0.198	0.038	0.432	57.36	0.479	0.522	1250	1285	-0.419689	0.067704
Psal_006049	0.3668	0.2861	0.3053	0.2572	0.2	0.023	0.422	58.09	0.438	0.481	777	799	-0.400626	0.050063
Psal_006050	0.4222	0.3022	0.2601	0.2709	0.219	0.032	0.428	53.82	0.446	0.469	276	293	-0.216382	0.09215
Psal_006051	0.4118	0.3045	0.2644	0.2666	0.224	-0.015	0.417	55.74	0.45	0.49	1042	1089	-0.710836	0.07438
Psal_006052	0.2475	0.3564	0.3607	0.2602	0.193	0.005	0.415	57.13	0.501	0.521	465	477	-0.571698	0.08805
Psal_006053	0.3053	0.3539	0.2496	0.3453	0.213	0.042	0.445	59.14	0.548	0.517	894	935	-0.403743	0.091979
Psal_006054	0.375	0.4861	0.1781	0.2754	0.304	0.123	0.5	45.13	0.574	0.561	94	98	-1.47449	0.040816
Psal_006055	0.3198	0.3455	0.2432	0.3425	0.214	0.026	0.437	59.04	0.54	0.512	867	911	-0.414929	0.095499
Psal_006056	0.3167	0.3833	0.3002	0.2394	0.232	0.032	0.438	54.62	0.497	0.51	505	522	-0.425671	0.084291
Psal_006057	0.2577	0.433	0.2421	0.2198	0.176	0.08	0.455	44.89	0.564	0.558	110	114	-0.30614	0.052632
Psal_006058	0.3563	0.3264	0.2868	0.2642	0.204	0.031	0.421	60.02	0.469	0.487	501	523	-0.102486	0.087954
Psal_006059	0.3096	0.3631	0.2767	0.2939	0.217	0.057	0.455	57.8	0.522	0.521	921	960	-0.450833	0.096875
Psal_006060	0.2947	0.3833	0.2565	0.3028	0.21	0.03	0.436	58.45	0.547	0.52	889	929	-0.389559	0.097955
Psal_006061	0.3333	0.2632	0.283	0.2857	0.195	0.048	0.444	57.52	0.46	0.498	63	67	-0.286567	0.089552
Psal_006062	0.2857	0.3756	0.2866	0.2913	0.22	0.051	0.453	58.02	0.531	0.52	802	829	-0.542461	0.079614
Psal_006063	0.2517	0.5232	0.1622	0.2571	0.276	0.233	0.548	45.59	0.65	0.567	177	180	-0.556667	0.061111
Psal_006064	0.2711	0.4116	0.257	0.3232	0.227	0.062	0.456	59.28	0.575	0.519	597	618	-0.389482	0.100324
Psal_006065	0.3091	0.3617	0.2691	0.3165	0.213	0.03	0.44	58.99	0.534	0.523	1074	1113	-0.593351	0.075472
Psal_006066	0.3206	0.3333	0.2755	0.3059	0.206	0.009	0.425	59.77	0.51	0.526	461	476	-0.464916	0.071429
Psal_006067	0.3243	0.3534	0.2505	0.3369	0.247	0.026	0.45	56.03	0.541	0.531	604	623	-0.820546	0.064205
Psal_006068	0.3216	0.3887	0.2682	0.2857	0.222	0.01	0.434	57.97	0.528	0.515	341	352	-0.66392	0.085227
Psal_006069	0.3684	0.2632	0.2537	0.3077	0.269	0.038	0.424	61	0.471	0.54	85	92	0.085869	0.065217
Psal_006070	0.3219	0.3767	0.2044	0.2636	0.242	0.115	0.463	53.99	0.543	0.556	164	169	0.043195	0.053254
Psal_006071	0.2775	0.4451	0.2024	0.3396	0.228	0.049	0.441	50.18	0.615	0.56	213	221	-0.235747	0.058824
Psal_006072	0.3496	0.3703	0.2658	0.2452	0.208	0.01	0.418	56.14	0.496	0.521	920	958	-0.470877	0.100209
Psal_006073	0.331	0.375	0.2755	0.2714	0.267	0.032	0.452	57.64	0.51	0.525	715	727	-0.642503	0.045392
Psal_006074	0.2483	0.5103	0.1739	0.2748	0.276	0.203	0.524	49.75	0.647	0.572	170	176	-0.304546	0.085227
Psal_006075	0.3205	0.3431	0.2793	0.2892	0.207	-0.003	0.413	58	0.505	0.512	866	905	-0.292928	0.096133
Psal_006076	0.3134	0.3624	0.2459	0.3148	0.214	0.027	0.435	56.77	0.538	0.525	851	885	-0.289379	0.091525
Psal_006077	0.2905	0.3676	0.2714	0.3158	0.217	-0.003	0.425	57.54	0.541	0.521	869	915	-0.40153	0.102732
Psal_006078	0.29	0.3276	0.2925	0.346	0.194	-0.037	0.398	57.65	0.527	0.514	1132	1187	-0.515249	0.075821
Psal_006079	0.2983	0.3798	0.2628	0.3156	0.197	-0.012	0.419	59.51	0.547	0.518	850	888	-0.535811	0.100225
Psal_006080	0.2956	0.395	0.2344	0.3115	0.216	0.059	0.453	56.72	0.564	0.529	853	886	-0.380361	0.086907
Psal_006081	0.2295	0.5738	0.1405	0.2655	0.242	0.171	0.503	46.41	0.69	0.578	145	147	-0.558503	0.047619
Psal_006082	0.243	0.5701	0.0909	0.3222	0.282	0.28	0.568	40.12	0.72	0.538	125	130	-0.168461	0.069231
Psal_006083	0.4634	0.1341	0.1875	0.5616	0.151	-0.377	0.229	44.38	0.495	0.492	105	109	-0.856881	0.045872
Psal_006084	0.3139	0.2554	0.2267	0.3959	0.161	-0.068	0.362	56.39	0.54	0.562	914	947	-0.725238	0.044351
Psal_006085	0.2992	0.3689	0.3213	0.2328	0.191	-0.027	0.394	57	0.488	0.497	564	586	-0.325939	0.076792
Psal_006086	0.3088	0.3637	0.2901	0.292	0.216	0.035	0.438	60.05	0.515	0.502	1289	1331	-0.467919	0.067618
Psal_006087	0.3025	0.3777	0.2744	0.2969	0.197	0.011	0.423	58.39	0.532	0.515	818	851	-0.43349	0.094007
Psal_006088	0.2977	0.3659	0.2461	0.3205	0.236	0.094	0.458	58.73	0.552	0.531	504	532	-0.215038	0.109023
Psal_006089	0.3094	0.2541	0.3245	0.3464	0.188	0.029	0.436	61	0.48	0.526	225	232	-0.925431	0.025862
Psal_006090	0.3146	0.3732	0.24	0.3018	0.228	0.054	0.434	58.04	0.542	0.529	465	489	-0.271166	0.106339
Psal_006091	0.31	0.4192	0.2069	0.285	0.241	0.118	0.481	59.84	0.572	0.534	264	269	-0.030483	0.074349
Psal_006092	0.3268	0.2818	0.3117	0.2705	0.192	-0.036	0.386	57.49	0.456	0.522	1172	1212	-0.357426	0.052805
Psal_006093	0.3088	0.3637	0.2901	0.292	0.216	0.035	0.438	60.05	0.515	0.502	1289	1331	-0.467919	0.067618
Psal_006094	0.3025	0.3777	0.2749	0.2969	0.198	0.009	0.422	58.22	0.532	0.515	818	851	-0.432315	0.094007
Psal_006095	0.2873	0.3881	0.2478	0.3002	0.23	0.076	0.45	58.76	0.558	0.535	606	638	-0.19326	0.103448
Psal_006096	0.3276	0.2816	0.3468	0.2781	0.206	-0.033	0.408	54.95	0.451	0.548	213	219	-1.325571	0.018265
Psal_006097	0.3425	0.3099	0.3333	0.2292	0.22	0.02	0.435	54.39	0.441	0.544	710	719	-1.310431	0.020862
Psal_006099	0.3495	0.3107	0.2159	0.2824	0.187	-0.037	0.405	54.83	0.505	0.55	111	123	-0.355285	0.04065
Psal_006100	0.25	0.5455	0.2391	0.0909	0.109	-0.043	0.28	27.43	0.56	0.601	50	51	-0.060784	0
Psal_006101	0.391	0.1474	0.2013	0.4257	0.133	-0.123	0.355	47.5	0.484	0.544	533	548	-0.923358	0.051095
Psal_006102	0.2835	0.3257	0.2179	0.3488	0.149	0.06	0.432	57.09	0.561	0.547	285	295	-0.508475	0.054237
Psal_006103	0.2632	0.3579	0.2649	0.2529	0.194	0.1	0.464	57.26	0.531	0.572	211	215	-0.460465	0.032558
Psal_006104	0.3002	0.3626	0.288	0.3003	0.198	0.023	0.429	59.33	0.523	0.501	503	528	-0.349242	0.117424
Psal_006105	0.3087	0.3752	0.2164	0.2627	0.196	0.056	0.45	54.36	0.542	0.559	745	771	-0.321401	0.067445
Psal_006106	0.254	0.4206	0.266	0.25	0.205	0.076	0.455	58.11	0.568	0.493	132	136	0.149265	0.125
Psal_006107	0.3071	0.378	0.3514	0.1284	0.229	0.144	0.486	46.56	0.443	0.502	140	142	-0.680986	0.091549
Psal_006108	0.3322	0.2207	0.2615	0.3877	0.146	-0.147	0.35	52.68	0.498	0.563	978	999	-0.813614	0.051051
Psal_006109	0.4407	0.2373	0.2604	0.2174	0.158	0.019	0.424	49.94	0.384	0.517	125	129	-0.223256	0.077519
Psal_006110	0.286	0.3844	0.2946	0.2784	0.193	0.017	0.417	60.28	0.526	0.5	515	535	-0.255888	0.104673
Psal_006111	0.2755	0.3469	0.2747	0.3333	0.198	0.123	0.46	54.44	0.54	0.506	113	116	0.259483	0.051724
Psal_006112	0.2754	0.3792	0.3544	0.2232	0.189	0.017	0.419	55.6	0.488	0.496	475	490	-0.247551	0.102041
Psal_006113	0.3519	0.3704	0.2162	0.1892	0.135	-0.141	0.352	47.63	0.5	0.558	54	55	-0.369091	0.109091
Psal_006114	0.2876	0.384	0.2828	0.2655	0.205	0.048	0.435	57.84	0.527	0.507	620	635	-0.110236	0.075591
Psal_006115	0.2287	0.3798	0.3036	0.3596	0.229	0.06	0.459	58.25	0.573	0.494	314	322	-0.359006	0.07764
Psal_006116	0.2698	0.373	0.3017	0.2105	0.203	0.014	0.429	54.79	0.507	0.545	140	148	-0.468919	0.054054
Psal_006117	0.3539	0.3515	0.2904	0.2448	0.212	0.009	0.427	58.37	0.474	0.489	485	507	-0.341815	0.114398
Psal_006118	0.2588	0.3882	0.2895	0.2432	0.184	0.019	0.421	61	0.537	0.559	95	99	-0.347475	0.10101
Psal_006119	0.3333	0.3358	0.2825	0.3089	0.201	-0.001	0.417	61	0.5	0.492	470	494	-0.258097	0.123482
Psal_006120	0.3373	0.3012	0.2774	0.2824	0.216	-0.017	0.392	61	0.481	0.508	181	187	-0.021925	0.080214
Psal_006121	0.3086	0.358	0.2593	0.225	0.178	0.027	0.419	54.19	0.505	0.579	93	103	-0.234951	0.097087
Psal_006122	0.3202	0.3714	0.2938	0.2471	0.197	0.03	0.429	58.45	0.497	0.503	1093	1138	-0.317135	0.101933
Psal_006123	0.3172	0.3722	0.2813	0.255	0.206	0.011	0.421	60.04	0.507	0.501	511	526	-0.223004	0.104563
Psal_006124	0.2599	0.3616	0.2321	0.3742	0.172	-0.027	0.391	54.78	0.589	0.53	207	217	-0.16682	0.110599
Psal_006125	0.324	0.339	0.2784	0.2822	0.208	0.04	0.429	60.18	0.5	0.495	616	639	-0.145696	0.067293
Psal_006126	0.3159	0.3	0.2854	0.3315	0.183	0.003	0.407	57.31	0.5	0.508	504	527	-0.168311	0.117647
Psal_006127	0.2902	0.433	0.1832	0.2737	0.216	0.081	0.458	53.78	0.594	0.554	251	257	-0.175875	0.081712
Psal_006128	0.2556	0.4778	0.1857	0.2969	0.263	0.173	0.5	57.58	0.633	0.567	98	100	0.263	0.07
Psal_006129	0.3384	0.345	0.2677	0.2873	0.22	0.076	0.453	60.57	0.501	0.495	523	541	-0.285028	0.114603
Psal_006130	0.3289	0.3421	0.2831	0.2839	0.248	0.093	0.472	52.38	0.497	0.507	193	200	-0.5775	0.015
Psal_006131	0.2458	0.3688	0.2958	0.2836	0.201	0.043	0.435	60.01	0.542	0.53	345	352	-0.135227	0.0625
Psal_006132	0.2702	0.4154	0.2599	0.2876	0.217	0.098	0.467	56.25	0.563	0.521	636	653	-0.332466	0.067381
Psal_006133	0.2453	0.4057	0.3118	0.2159	0.189	0.06	0.444	57.86	0.53	0.533	117	122	-0.295902	0.07377
Psal_006134	0.2864	0.3738	0.2256	0.3007	0.209	0.054	0.438	52.25	0.562	0.531	219	229	-0.227948	0.065502
Psal_006135	0.25	0.4808	0.3125	0.1778	0.224	0.098	0.459	50.1	0.541	0.519	61	63	-0.606349	0.111111
Psal_006136	0.2831	0.3675	0.25	0.3613	0.216	0.06	0.463	55.23	0.573	0.541	227	234	-0.758974	0.034188
Psal_006137	0.3578	0.3402	0.2657	0.2816	0.208	-0.067	0.375	54.25	0.493	0.528	416	430	-0.491395	0.060465
Psal_006138	0.2656	0.457	0.1847	0.2475	0.195	0.097	0.457	53.87	0.605	0.537	276	285	-0.095439	0.087719
Psal_006139	0.2632	0.3333	0.28	0.3696	0.24	0.226	0.538	36.2	0.554	0.5	65	68	0.045588	0.147059
Psal_006140	0.2188	0.4271	0.25	0.3537	0.223	0.09	0.487	51.43	0.619	0.564	113	117	-0.787179	0.128205
Psal_006141	0.1899	0.4051	0.3235	0.1746	0.193	-0.002	0.425	61	0.537	0.543	80	81	-0.250617	0.024691
Psal_006142	0.3379	0.3549	0.1879	0.3605	0.257	0.065	0.451	51.92	0.571	0.548	368	380	-0.601053	0.05
Psal_006143	0.3214	0.3179	0.2955	0.2479	0.163	-0.001	0.408	58.34	0.476	0.52	311	320	-0.349375	0.1
Psal_006144	0.3107	0.3592	0.2756	0.3802	0.208	0.009	0.44	53.55	0.553	0.537	150	154	-0.942208	0.019481
Psal_006145	0.3344	0.3762	0.2363	0.2731	0.238	0.13	0.495	56.38	0.525	0.502	364	388	-0.284278	0.090206
Psal_006146	0.2318	0.4238	0.2555	0.3252	0.203	0.091	0.466	51.54	0.598	0.539	174	185	-0.583784	0.07027
Psal_006147	0.2376	0.396	0.3267	0.2551	0.167	-0.083	0.369	56.48	0.533	0.505	122	124	-0.670968	0.056452
Psal_006148	0.2904	0.4369	0.2468	0.264	0.218	0.041	0.445	54.66	0.563	0.555	483	505	-0.572673	0.085149
Psal_006149	0.2381	0.3889	0.3233	0.3769	0.295	0.098	0.491	55.16	0.573	0.519	171	181	-0.944199	0.132597
Psal_006150	0.2723	0.4966	0.1947	0.2569	0.252	0.143	0.499	49.97	0.616	0.553	503	515	-0.31301	0.083495
Psal_006151	0.4286	0.315	0.2286	0.2985	0.203	-0.084	0.363	55.5	0.472	0.491	655	679	-0.49028	0.07511
Psal_006152	0.3233	0.3504	0.3141	0.2874	0.214	-0.012	0.415	58.5	0.493	0.497	820	863	-0.546466	0.08343
Psal_006153	0.2797	0.3983	0.2114	0.3475	0.203	0.031	0.449	58.01	0.599	0.57	147	151	-0.807947	0.059603
Psal_006154	0.4617	0.2803	0.2546	0.2478	0.24	-0.042	0.403	52.89	0.418	0.494	1490	1534	-0.504107	0.056063
Psal_006155	0.301	0.4286	0.224	0.2973	0.21	0.055	0.44	55.24	0.577	0.53	241	249	-0.546586	0.048193
Psal_006156	0.3961	0.3415	0.2377	0.2674	0.215	-0.015	0.403	54.72	0.486	0.54	700	728	-0.865385	0.06456
Psal_006157	0.3744	0.3641	0.2586	0.2266	0.203	0.011	0.413	52.69	0.479	0.526	453	461	-0.590239	0.062907
Psal_006158	0.4585	0.2166	0.3092	0.2992	0.193	-0.11	0.349	55.22	0.39	0.479	341	358	-0.641899	0.069832
Psal_006159	0.4234	0.2981	0.2104	0.3404	0.237	0.044	0.444	55.34	0.485	0.483	421	442	-0.369909	0.097285
Psal_006160	0.4319	0.2673	0.2218	0.2956	0.215	0.032	0.432	53	0.455	0.508	671	691	-0.603618	0.047757
Psal_006161	0.1637	0.3594	0.225	0.4562	0.187	0.083	0.45	46.36	0.667	0.544	300	313	0.8	0.14377
Psal_006162	0.3728	0.3284	0.2959	0.2749	0.224	0.025	0.44	59.45	0.465	0.475	898	941	-0.505101	0.09458
Psal_006163	0.336	0.3622	0.25	0.2696	0.184	-0.01	0.394	58.68	0.509	0.5	426	439	-0.144419	0.093394
Psal_006164	0.1538	0.6282	0.15	0.3553	0.186	0.06	0.44	45	0.76	0.581	100	101	-0.447525	0.029703
Psal_006165	0.3719	0.3306	0.2385	0.2039	0.235	0.127	0.477	51.58	0.462	0.522	132	136	-0.153676	0.022059
Psal_006166	0.3258	0.3523	0.2946	0.2761	0.218	0.023	0.432	58.78	0.497	0.51	956	995	-0.601508	0.083417
Psal_006167	0.3149	0.3529	0.2708	0.2918	0.22	0.03	0.434	61	0.516	0.5	343	355	-0.360563	0.073239
Psal_006168	0.3367	0.397	0.2438	0.2715	0.25	0.075	0.464	52.74	0.53	0.529	494	508	-0.638976	0.072835
Psal_006169	0.2152	0.6582	0.1408	0.0741	0.264	0.262	0.554	36.06	0.675	0.52	83	84	0.792857	0.059524
Psal_006170	0.3294	0.3255	0.3125	0.2956	0.22	0.029	0.431	60.19	0.481	0.469	297	308	-0.18474	0.074675
Psal_006171	0.3013	0.4061	0.2714	0.2919	0.21	0.016	0.43	60.57	0.544	0.488	270	280	-0.442143	0.125
Psal_006172	0.3243	0.3063	0.3125	0.3171	0.211	0.046	0.443	56.06	0.49	0.482	149	152	-0.846711	0.065789
Psal_006173	0.3129	0.3175	0.3091	0.3268	0.21	-0.008	0.426	58.31	0.503	0.499	577	594	-0.88266	0.042088
Psal_006174	0.3478	0.3043	0.2857	0.4286	0.244	-0.075	0.402	45.67	0.536	0.479	112	117	-0.625641	0.059829
