GC1	GC2	GC3	GC	CAI	CBI	Fop	Nc	Gravy	Aromo
57.28	44.96	53.17	51.8	0.205	0.024	0.424	55.44	-0.240187	0.069159
54.17	30.95	58.93	48.02	0.29	0.095	0.488	48.27	-0.344311	0.125749
59.33	37.92	52.15	49.8	0.202	-0.005	0.407	58.38	-0.3	0.086228
59.92	40.27	65.76	55.32	0.282	0.112	0.486	37.18	-0.225731	0.089669
67.0	70.25	45.0	60.75	0.138	-0.069	0.338	60.98	-0.672682	0.017544
57.45	38.53	54.77	50.25	0.214	0.075	0.449	56.51	-0.10137	0.085641
63.0	42.78	47.65	51.14	0.254	0.097	0.484	55.68	-0.984087	0.041591
55.56	44.69	64.44	54.9	0.306	0.208	0.546	48.25	-0.033416	0.108911
55.41	41.89	54.05	50.45	0.228	-0.012	0.425	61	-0.700453	0.117647
58.39	39.35	66.45	54.73	0.329	0.195	0.545	39.5	-0.699677	0.113269
57.59	41.0	47.73	48.77	0.2	0.024	0.425	58.27	-0.225549	0.068966
55.86	47.16	53.08	52.04	0.198	0.028	0.434	57.79	-0.471671	0.067797
62.68	42.11	57.42	54.07	0.232	0.089	0.46	53.47	-0.545673	0.110577
59.26	35.65	57.41	50.77	0.216	0.051	0.446	61	-0.663256	0.027907
63.13	49.42	50.58	54.38	0.227	0.009	0.416	53.98	-0.564217	0.056093
54.79	43.62	57.45	51.95	0.252	0.087	0.468	55.02	-0.083467	0.058667
63.08	42.58	55.28	53.65	0.258	0.107	0.483	51.01	-0.568646	0.058011
56.93	54.81	52.04	54.59	0.176	-0.006	0.403	57.08	-0.563726	0.03268
50.53	50.53	57.89	52.98	0.249	0.087	0.481	61	-0.691534	0.05291
50.76	45.57	53.82	50.05	0.209	0.071	0.448	59.81	0.530061	0.144172
53.15	56.76	53.15	54.35	0.22	0.125	0.486	51.9	-0.577273	0.081818
56.44	38.4	55.8	50.21	0.235	0.027	0.442	57.78	-0.758065	0.089032
59.76	43.2	63.31	55.42	0.169	0.001	0.392	56.41	0.285119	0.113095
52.48	45.54	54.7	50.91	0.223	0.051	0.452	57.96	-0.220347	0.091811
48.41	39.71	61.45	49.86	0.273	0.178	0.515	57.53	0.555232	0.133721
50.29	38.22	56.61	48.37	0.247	0.099	0.467	55.03	0.523631	0.132565
53.26	49.46	58.42	53.71	0.185	0.011	0.411	59.13	0.346321	0.117166
58.54	46.92	58.77	54.75	0.201	-0.029	0.409	56.85	-0.677169	0.091324
48.51	47.52	70.3	55.45	0.134	-0.122	0.327	40.46	-0.902	0.03
55.29	53.14	65.29	57.91	0.172	0.068	0.435	53.59	0.165422	0.062868
57.45	46.28	71.81	58.51	0.285	0.175	0.522	35.6	0.257219	0.064171
59.13	46.9	50.75	52.26	0.218	0.026	0.436	58.84	-0.25151	0.102349
61.87	51.36	50.19	54.47	0.159	-0.017	0.388	58.1	-0.85625	0.050781
57.9	43.71	54.56	52.06	0.242	0.117	0.482	52.03	-0.347344	0.077367
55.91	43.54	54.03	51.16	0.21	0.055	0.445	56.84	-0.259403	0.084071
60.65	44.82	50.76	52.08	0.227	0.05	0.438	55.64	-0.005012	0.05711
58.82	43.58	59.63	54.01	0.266	0.118	0.487	47.5	-0.007775	0.075067
58.14	44.19	54.26	52.2	0.259	0.114	0.484	53.27	0.153307	0.077821
58.42	47.77	58.08	54.75	0.277	0.165	0.512	50.56	-0.12	0.093103
58.4	40.67	56.53	51.87	0.198	0.071	0.448	54.72	-0.088224	0.127103
52.66	42.55	63.83	53.01	0.29	0.21	0.543	46.98	-0.1096	0.069333
56.61	40.53	52.42	49.85	0.223	0.077	0.464	58.25	-0.681457	0.081678
53.99	31.29	58.28	47.85	0.207	0.01	0.41	58.51	0.102469	0.092593
60.28	43.94	70.42	58.22	0.336	0.262	0.58	37.87	-0.469774	0.10452
55.81	40.4	56.06	50.76	0.174	-0.052	0.371	58.53	-0.193671	0.073418
57.54	42.55	52.17	50.75	0.235	0.06	0.457	56.61	-0.505464	0.081526
58.15	45.71	58.15	54.01	0.231	0.08	0.463	52.14	-0.205591	0.070968
58.75	39.43	68.28	55.48	0.283	0.151	0.504	36.09	-0.254902	0.087582
58.3	45.02	54.06	52.46	0.203	0.054	0.446	60.1	-0.418669	0.083179
56.81	45.66	52.08	51.52	0.206	0.046	0.432	57.39	-0.230851	0.076597
55.52	38.26	50.89	48.22	0.218	0.027	0.43	57.88	-0.211587	0.085561
59.84	39.36	49.2	49.47	0.186	0.047	0.435	58.23	-0.48	0.082667
52.8	36.8	56.0	48.53	0.211	-0.045	0.405	55.3	-0.718548	0.048387
55.87	37.65	55.47	49.66	0.257	0.104	0.483	59.45	-0.344309	0.093496
57.32	42.68	62.34	54.11	0.239	0.081	0.468	47.72	-0.601261	0.07563
53.42	44.41	54.97	50.93	0.212	0.139	0.48	58.74	-0.029595	0.062305
60.73	49.21	54.45	54.8	0.179	0.057	0.451	57.89	-0.721053	0.047368
55.62	39.61	60.11	51.78	0.245	0.115	0.488	52.94	-0.472676	0.087324
50.74	37.87	64.6	51.07	0.199	0.086	0.445	44.88	0.05732	0.158809
53.83	49.02	60.61	54.49	0.226	0.096	0.473	51.7	-0.356786	0.055357
52.15	32.52	60.12	48.26	0.267	0.201	0.529	53.72	-0.059877	0.092593
55.19	44.16	55.84	51.73	0.227	0.069	0.459	52.9	-0.384365	0.091205
62.13	41.8	54.92	52.95	0.208	0.023	0.417	59.44	-0.504926	0.065681
56.84	56.51	53.61	55.65	0.193	0.079	0.469	59.47	-0.941918	0.056034
61.44	41.22	52.93	51.86	0.261	0.052	0.444	52.54	0.031467	0.072
57.94	47.66	47.05	50.88	0.214	0.037	0.434	58.36	-0.486515	0.063636
50.26	34.55	65.97	50.26	0.259	0.155	0.505	51.68	-0.141579	0.042105
50.72	44.96	56.83	50.84	0.209	0.043	0.437	55.83	0.109747	0.158845
58.53	42.26	47.77	49.52	0.218	0.03	0.438	55.64	-0.963421	0.068421
60.69	44.89	51.26	52.28	0.192	0.041	0.426	60.7	-0.179787	0.058511
60.61	44.34	52.12	52.36	0.191	-0.007	0.413	61	-0.514421	0.078014
53.78	44.82	54.78	51.13	0.177	0.001	0.404	55.84	-0.205589	0.117764
50.31	46.61	53.39	50.1	0.204	0.099	0.467	55.95	0.349383	0.092593
60.59	44.21	50.86	51.89	0.199	0.018	0.431	57.95	-0.698274	0.05672
60.0	42.59	48.52	50.37	0.211	-0.018	0.412	56.51	-0.131598	0.078067
59.46	35.59	48.65	47.9	0.256	0.045	0.451	57.45	-0.527602	0.076923
59.91	41.51	49.53	50.31	0.213	0.023	0.436	60.35	-0.346572	0.059102
55.59	45.07	52.96	51.21	0.207	0.016	0.426	57.95	-0.391104	0.080725
51.87	47.41	54.18	51.15	0.234	0.045	0.452	56.57	-0.023377	0.116883
53.85	54.19	55.38	54.47	0.214	0.05	0.454	55.69	-0.288185	0.078767
50.0	50.0	53.95	51.32	0.143	-0.093	0.342	44.48	-0.386667	0.066667
51.97	50.66	65.79	56.14	0.214	0.168	0.49	36.88	-0.480133	0.02649
57.33	45.11	50.75	51.07	0.199	0.016	0.417	56.46	-0.438795	0.071563
58.51	52.84	52.58	54.64	0.151	-0.024	0.405	58.67	-1.304651	0.02584
56.76	51.35	64.86	57.66	0.207	0.101	0.472	43.04	-0.647945	0.068493
53.1	51.03	49.66	51.26	0.249	0.11	0.483	51.82	-0.167361	0.069444
54.44	54.44	50.56	53.15	0.17	-0.027	0.401	58.63	-0.649165	0.057514
53.74	46.88	53.12	51.25	0.189	0.034	0.424	58.55	0.085023	0.096724
57.62	42.38	51.91	50.64	0.216	0.04	0.432	58.34	-0.137151	0.073421
54.21	39.11	57.71	50.34	0.215	0.011	0.418	56.11	-0.215764	0.079618
65.43	41.15	63.79	56.79	0.248	0.106	0.46	46.92	0.027686	0.070248
54.63	50.73	61.46	55.61	0.199	0.064	0.443	50.31	-0.683824	0.044118
57.83	52.61	55.9	55.45	0.188	0.001	0.422	58.26	-0.521512	0.093023
56.5	39.01	54.26	49.93	0.27	0.054	0.458	58.78	-0.393694	0.099099
52.33	46.37	52.85	50.52	0.203	0.062	0.453	55.77	-0.133593	0.101167
58.05	41.01	53.75	50.94	0.238	0.07	0.462	57.49	-0.392308	0.084428
53.4	48.95	54.8	52.38	0.202	0.126	0.481	61	-0.24953	0.098592
55.76	38.48	54.13	49.46	0.193	0.028	0.419	58.12	-0.043612	0.082613
59.29	52.0	45.76	52.35	0.202	0.014	0.42	59.32	-0.703416	0.071849
58.23	48.2	52.89	53.11	0.233	0.071	0.458	55.07	-0.584179	0.056738
54.59	47.57	58.38	53.51	0.191	0.022	0.424	51.87	-0.620109	0.076087
56.91	36.33	56.59	49.95	0.233	0.086	0.467	58.46	-0.278387	0.054839
55.67	43.04	54.55	51.09	0.216	0.089	0.465	58.36	-0.465176	0.067068
54.86	44.83	53.86	51.19	0.178	0.037	0.426	59.01	-0.121486	0.053213
58.51	41.49	52.32	50.77	0.164	-0.133	0.352	59.11	-0.931677	0.031056
58.72	45.38	48.21	50.77	0.214	0.01	0.423	61	-0.348586	0.056555
54.59	48.6	51.25	51.48	0.202	0.005	0.422	59.67	-0.591869	0.058511
55.48	51.04	52.58	53.03	0.196	0.058	0.444	58.17	-0.377989	0.057065
58.69	46.39	50.66	51.91	0.166	0.018	0.402	58.69	-0.208539	0.045977
50.51	62.63	44.44	52.53	0.18	0.184	0.515	58.27	0.213265	0.05102
55.13	49.59	53.78	52.83	0.179	0.02	0.423	58.61	-0.246627	0.071214
64.1	38.03	55.56	52.56	0.222	0.025	0.436	55.91	-1.04206	0.098712
57.47	47.59	49.87	51.65	0.226	0.071	0.463	61	0.011929	0.096447
51.59	36.31	56.05	47.98	0.21	0.08	0.463	57.87	-0.366026	0.096154
60.09	44.9	51.19	52.06	0.215	0.039	0.425	58.66	-0.207391	0.084783
54.28	46.25	61.43	53.98	0.197	0.026	0.428	56.83	-0.020105	0.094406
60.95	44.53	65.33	56.93	0.248	0.152	0.491	46	0.126374	0.098901
44.0	55.2	67.2	55.47	0.169	0.037	0.432	46.55	-0.285484	0.129032
54.29	51.17	60.78	55.41	0.182	-0.028	0.399	55.64	0.046875	0.080729
61.98	45.69	71.57	59.74	0.214	0.105	0.461	41.99	0.100641	0.083333
61.18	51.76	52.94	55.29	0.153	-0.013	0.386	61	-0.292857	0.059524
55.28	44.72	56.91	52.3	0.246	0.19	0.526	57.01	-0.680328	0.081967
55.61	50.22	59.64	55.16	0.2	0.007	0.414	55.31	0.084719	0.085393
62.54	45.15	71.57	59.75	0.22	0.124	0.473	40.46	0.073825	0.083893
52.38	60.32	55.56	56.08	0.165	0.02	0.41	38.29	-0.067742	0.032258
62.11	45.65	73.91	60.56	0.222	0.131	0.478	38.1	0.043925	0.084112
59.93	45.08	53.06	52.69	0.179	-0.037	0.389	58.39	-0.366915	0.050186
55.61	38.32	57.48	50.47	0.167	-0.067	0.361	48.55	-0.246479	0.070423
53.79	50.34	57.24	53.79	0.224	0.091	0.474	53.41	-0.798387	0.09447
60.59	49.26	50.25	53.37	0.167	-0.015	0.389	61	-0.157037	0.044444
59.3	42.11	49.12	50.18	0.229	0.003	0.43	56.9	-0.830282	0.06338
60.92	45.61	53.83	53.45	0.214	-0.012	0.423	56.1	-1.19301	0.091319
55.91	49.25	49.72	51.63	0.198	0.013	0.422	59.02	-0.419444	0.051587
59.07	45.16	56.28	53.5	0.249	0.032	0.447	57.72	-0.71314	0.093541
56.51	54.9	49.78	53.73	0.172	-0.023	0.404	58.38	-0.692896	0.051259
52.41	41.08	50.99	48.16	0.217	0.054	0.456	59.06	-0.308523	0.088068
57.89	42.62	49.42	49.98	0.215	0.022	0.428	58.81	-0.45964	0.061697
50.92	41.28	56.88	49.69	0.205	0.114	0.476	55.33	-0.10553	0.096774
52.42	53.89	54.53	53.61	0.217	0.068	0.469	60.55	0.046624	0.099156
62.72	39.25	47.81	49.93	0.219	0.077	0.453	57.29	-0.445055	0.063736
58.1	40.28	61.11	53.16	0.256	0.138	0.499	55	-0.430626	0.095128
59.51	47.57	53.64	53.58	0.195	0.035	0.422	60.81	-0.21643	0.070994
58.69	47.88	51.35	52.64	0.185	-0.032	0.392	61	-0.572093	0.046512
54.21	43.49	58.96	52.22	0.245	0.096	0.483	52.22	-0.484356	0.081288
59.01	43.11	56.89	53.0	0.274	0.131	0.505	54.37	-0.806028	0.106383
53.75	41.25	59.38	51.46	0.295	0.161	0.507	56.07	-0.195598	0.132075
57.22	44.26	51.55	51.01	0.218	0.074	0.451	57.82	-0.151363	0.082535
60.33	44.67	57.12	54.04	0.211	0.058	0.454	56.68	-0.417224	0.088689
55.29	55.29	60.78	57.12	0.203	0.091	0.471	48.75	-0.672835	0.074803
58.46	41.88	55.21	51.85	0.285	0.091	0.487	52.13	-0.675	0.063356
54.82	45.18	58.13	52.71	0.234	0.099	0.481	58.37	-0.31326	0.116022
55.7	43.01	53.89	50.86	0.236	0.054	0.444	56.39	-0.07974	0.088312
48.78	47.56	62.2	52.85	0.224	0.082	0.459	43.45	-0.27037	0.123457
52.14	52.97	51.24	52.11	0.209	0.071	0.458	55.49	-0.649052	0.046167
56.52	42.51	57.97	52.33	0.226	0.115	0.478	56.17	0.219417	0.07767
58.01	38.67	51.57	49.42	0.177	0.017	0.407	58.1	-0.099447	0.084871
55.72	41.94	48.09	48.58	0.233	0.071	0.456	56.19	-0.312353	0.044118
53.21	51.76	52.38	52.45	0.205	0.032	0.437	60.39	-0.059129	0.095436
60.0	37.14	64.0	53.71	0.298	0.037	0.452	46.06	-0.360345	0.074713
59.72	46.48	45.63	50.61	0.188	-0.001	0.405	55.71	-0.385028	0.076271
58.73	45.24	49.21	51.06	0.271	0.125	0.488	61	-0.0608	0.112
48.75	40.0	56.25	48.33	0.182	0.008	0.434	56.07	-0.779747	0.050633
55.74	36.89	60.25	50.96	0.296	0.225	0.543	51.53	-0.221811	0.127572
54.51	49.31	54.17	52.66	0.208	0.021	0.425	55.6	-0.501045	0.045296
56.8	45.6	46.8	49.73	0.21	0.059	0.441	61	-0.163454	0.084337
57.93	37.59	52.07	49.2	0.247	0.035	0.431	59.75	-0.221453	0.096886
60.94	53.65	53.65	56.08	0.257	0.043	0.452	60.17	-0.881675	0.031414
53.65	42.17	52.26	49.36	0.228	0.059	0.446	58.21	-0.246059	0.079639
62.86	47.14	54.29	54.76	0.203	0.093	0.478	56.94	-0.857971	0.028986
57.52	45.87	60.92	54.77	0.312	0.201	0.543	45.27	0.086375	0.060827
54.46	45.54	52.11	50.7	0.224	0.01	0.428	60.39	-0.188679	0.113208
52.92	35.02	66.54	51.49	0.224	0.041	0.442	47.68	-0.612891	0.070313
61.96	36.41	59.24	52.54	0.231	-0.009	0.4	54.43	0.290164	0.071038
57.62	43.05	48.99	49.89	0.203	0.008	0.417	56.61	-0.258474	0.105499
59.89	52.65	46.8	53.11	0.204	-0.011	0.412	57.52	-0.903347	0.055788
60.34	44.41	50.85	51.86	0.194	-0.028	0.413	59.8	-0.981973	0.037415
52.0	34.5	56.0	47.5	0.159	-0.022	0.372	59.93	0.246231	0.090452
57.29	43.75	53.12	51.39	0.198	0.043	0.431	61	-0.38564	0.073107
55.89	44.11	50.04	50.01	0.216	0.033	0.433	59.27	-0.299174	0.071321
57.33	53.33	54.67	55.11	0.339	0.271	0.583	45.02	0.218919	0.121622
53.57	44.44	54.37	50.79	0.244	0.04	0.448	55.03	-0.051889	0.077535
56.31	55.86	54.05	55.41	0.221	0.084	0.477	57.08	-0.89276	0.099548
53.91	45.31	62.11	53.78	0.231	0.074	0.465	56.87	-0.063529	0.078431
61.71	46.1	45.72	51.18	0.223	0.042	0.441	61	-0.573507	0.059701
62.41	41.37	57.21	53.66	0.189	0.064	0.426	60.33	0.070616	0.07109
57.95	42.31	55.9	52.05	0.196	0.008	0.426	60.06	-0.539589	0.059126
52.81	41.58	53.47	49.28	0.182	-0.06	0.369	61	0.496026	0.13245
55.12	48.82	52.76	52.23	0.169	-0.008	0.387	56.73	0.151053	0.097368
56.86	46.38	49.88	51.04	0.208	0.0	0.418	59.52	-0.23275	0.085
56.79	45.76	48.32	50.29	0.203	0.007	0.418	59.14	-0.301395	0.082558
49.08	48.62	61.93	53.21	0.201	-0.034	0.4	56.58	-0.470507	0.078341
55.48	39.94	53.14	49.52	0.211	0.0	0.419	57.1	-0.286461	0.070362
55.81	41.44	52.85	50.04	0.233	0.057	0.455	56.2	-0.281144	0.080508
57.93	38.83	50.16	48.98	0.211	0.036	0.44	57.8	-0.724675	0.081169
50.55	37.98	52.46	46.99	0.244	0.081	0.474	58.33	-0.16548	0.128767
54.76	37.86	64.05	52.22	0.307	0.212	0.547	46.81	-0.312172	0.109785
51.84	57.14	55.07	54.69	0.191	0.009	0.429	60.96	-0.709469	0.04388
54.45	29.32	65.97	49.91	0.307	0.149	0.519	42.45	-0.672632	0.131579
52.04	41.26	56.13	49.81	0.212	0.112	0.467	61	-0.062687	0.104478
56.25	39.73	62.05	52.68	0.201	0.073	0.463	55.23	-0.574439	0.053812
49.36	40.25	57.42	49.01	0.276	0.115	0.498	54.72	-0.466667	0.144374
57.03	38.38	54.32	49.91	0.223	0.113	0.476	59.6	-0.142005	0.04878
53.65	42.59	55.76	50.67	0.199	0.048	0.426	53.82	0.571226	0.148585
50.0	46.43	55.95	50.79	0.244	0.152	0.506	61	0.514458	0.108434
52.48	60.36	45.72	52.85	0.185	0.014	0.417	58.09	-0.904063	0.058691
57.52	53.59	47.06	52.72	0.189	0.013	0.417	57.3	-0.446943	0.080786
50.92	43.94	49.49	48.12	0.218	-0.003	0.418	56.61	-0.425309	0.104938
57.75	46.01	49.3	51.02	0.218	0.111	0.463	58.78	-0.275472	0.089623
52.98	42.95	55.17	50.37	0.202	0.051	0.436	61	0.347484	0.100629
51.53	46.94	55.1	51.19	0.212	0.066	0.452	57.65	0.228718	0.082051
55.18	40.76	53.43	49.79	0.21	0.058	0.444	57.68	-0.178951	0.072455
57.04	42.49	55.43	51.66	0.228	0.061	0.452	56.81	-0.176621	0.111111
55.72	48.26	54.39	52.79	0.215	0.074	0.449	57.53	0.131728	0.08804
62.42	48.01	47.75	52.72	0.207	0.032	0.43	57.7	-0.467912	0.06701
52.9	47.74	58.06	52.9	0.222	0.06	0.45	61	-0.038961	0.045455
57.93	43.91	51.66	51.17	0.179	0.026	0.44	60.57	-1.042593	0.055556
59.28	50.3	44.31	51.3	0.174	-0.035	0.386	57.99	-0.387087	0.072072
61.81	43.32	50.98	52.04	0.217	0.061	0.455	56.14	-0.706168	0.04486
53.05	44.92	55.69	51.22	0.19	0.047	0.434	56.88	0.511202	0.136456
54.34	58.23	49.73	54.1	0.195	-0.033	0.411	58.87	-0.320745	0.049645
50.54	43.63	54.86	49.68	0.207	0.044	0.439	56.76	0.05368	0.119048
62.05	44.14	51.17	52.45	0.175	0.005	0.401	58.14	0.049359	0.055556
56.33	45.01	55.26	52.2	0.216	0.015	0.429	59.59	-0.668108	0.062162
61.21	39.25	55.61	52.02	0.236	0.12	0.469	53.78	0.091549	0.056338
58.34	42.32	56.46	52.37	0.238	0.101	0.468	54.35	-0.011321	0.085849
54.84	48.28	52.87	52.0	0.211	0.063	0.455	58.75	-0.173684	0.101974
58.58	42.22	48.28	49.69	0.174	-0.057	0.377	60.7	-0.229365	0.082011
57.03	37.03	55.05	49.7	0.207	0.001	0.42	56.33	-0.345635	0.069444
63.99	48.45	50.41	54.28	0.19	0.044	0.426	55.37	-0.260492	0.072131
54.17	43.23	55.21	50.87	0.208	0.069	0.47	54.45	-0.406806	0.099476
57.54	43.95	49.35	50.28	0.207	0.035	0.434	59.44	-0.648694	0.072761
49.06	46.23	59.43	51.57	0.319	0.241	0.583	51.27	-1.126667	0.047619
59.16	36.65	48.17	47.99	0.193	-0.047	0.387	57.38	-0.628947	0.042105
58.52	45.18	55.22	52.97	0.259	0.136	0.497	55.71	-0.21627	0.064815
54.34	45.66	58.38	52.79	0.221	0.103	0.461	53.7	-0.20814	0.05814
59.16	57.88	47.8	54.95	0.194	0.029	0.439	58.71	-0.791009	0.038532
52.65	44.2	53.44	50.1	0.244	0.094	0.476	59.61	-0.249409	0.120079
61.04	53.79	44.64	53.15	0.19	-0.02	0.392	57.92	-0.915798	0.082148
60.92	47.13	36.78	48.28	0.124	-0.165	0.317	46.24	-0.47093	0.104651
56.57	48.72	46.79	50.69	0.195	0.038	0.431	59.28	-0.268539	0.05297
57.35	48.03	50.0	51.79	0.218	0.09	0.463	61	-0.287433	0.059246
52.56	43.08	60.51	52.05	0.234	0.071	0.468	56.05	-0.237275	0.100257
57.05	51.01	58.39	55.48	0.242	0.044	0.445	53.95	-0.108784	0.047297
57.61	47.83	57.61	54.35	0.225	0.087	0.468	56.38	-0.344262	0.10929
55.44	46.26	57.48	53.06	0.188	0.006	0.409	57.27	-0.078498	0.061433
50.63	46.6	68.77	55.33	0.296	0.236	0.568	42.77	-0.635859	0.083333
68.39	48.56	58.05	58.33	0.288	0.129	0.503	47.97	-0.620749	0.037464
61.52	44.9	52.19	52.87	0.246	0.118	0.495	57.86	-0.921637	0.055556
49.59	64.75	52.46	55.6	0.215	0.176	0.517	56.92	-0.659259	0.041152
56.08	45.27	51.58	50.98	0.192	0.01	0.428	58.22	-0.873815	0.060948
61.39	47.52	55.45	54.79	0.129	-0.069	0.361	50.02	-0.582	0.08
56.14	46.14	53.33	51.87	0.194	0.101	0.461	60.86	0.345343	0.087873
49.58	51.27	56.09	52.31	0.196	-0.024	0.413	59.14	-0.553333	0.070922
55.22	54.71	56.9	55.61	0.213	0.062	0.46	55.77	-0.824115	0.075885
57.56	46.42	65.25	56.41	0.208	0.083	0.448	48.75	0.155851	0.098404
66.67	50.0	58.97	58.55	0.24	0.167	0.5	55.92	-0.312987	0.064935
52.08	46.09	61.46	53.21	0.177	-0.01	0.408	57.17	-0.286162	0.08094
54.2	44.27	61.83	53.44	0.182	0.039	0.435	59.1	-0.32	0.069231
63.19	41.69	51.95	52.28	0.228	0.019	0.43	57.87	-0.622349	0.075041
62.48	43.81	51.39	52.56	0.22	0.032	0.443	57.96	-0.414074	0.042593
52.51	45.81	56.42	51.58	0.216	0.002	0.422	58.86	-0.185955	0.044944
68.16	42.32	51.31	53.93	0.226	0.003	0.419	61	-0.390225	0.045113
54.11	45.14	57.11	52.12	0.226	0.045	0.436	58.48	-0.10725	0.065
56.64	47.73	56.47	53.61	0.167	-0.004	0.403	60.58	-0.046296	0.075758
46.34	44.72	47.15	46.07	0.176	-0.065	0.364	50.08	0.139344	0.139344
51.75	47.37	57.89	52.34	0.265	0.133	0.505	51.8	-0.160177	0.097345
60.58	48.18	52.19	53.65	0.256	0.092	0.464	55.77	-0.309524	0.065934
61.47	39.91	59.17	53.52	0.233	-0.011	0.424	54.11	-0.753456	0.059908
56.06	42.42	59.09	52.53	0.205	0.02	0.432	61	-0.828934	0.091371
53.7	37.04	70.37	53.7	0.244	0.131	0.497	59.65	-0.459006	0.093168
58.88	44.16	62.94	55.33	0.27	0.144	0.5	56.64	-0.072449	0.030612
53.38	40.21	51.96	48.52	0.172	-0.105	0.367	58.71	-0.868571	0.05
50.29	36.26	56.73	47.76	0.223	0.072	0.455	52.96	0.242941	0.129412
54.67	46.14	56.5	52.44	0.215	0.051	0.452	60.33	-0.546843	0.075356
57.53	40.03	53.87	50.47	0.217	0.037	0.443	59.12	-0.768207	0.055707
57.54	47.62	51.19	52.12	0.22	0.101	0.473	55.63	-0.911952	0.075697
53.3	42.13	51.27	48.9	0.208	-0.013	0.412	59.6	-0.032061	0.089059
59.4	37.23	57.27	51.3	0.289	0.126	0.493	51	-0.675844	0.026643
59.41	42.8	47.97	50.06	0.217	0.045	0.439	59.96	-0.510741	0.07037
54.01	42.59	71.6	56.07	0.193	0.006	0.427	51.89	-0.237771	0.111455
59.51	46.13	58.1	54.58	0.211	0.051	0.439	52.9	-0.079505	0.074205
56.85	41.94	59.68	52.82	0.205	0.044	0.431	56.06	-0.211741	0.109312
53.08	47.18	66.22	55.5	0.197	-0.023	0.414	49.67	-0.396505	0.086021
55.82	44.98	61.24	54.02	0.208	0.004	0.425	51.67	-0.204628	0.072435
54.56	51.24	49.75	51.85	0.16	-0.056	0.386	58.58	-0.831894	0.056478
58.7	44.54	55.8	53.01	0.236	0.078	0.461	52.52	-0.35453	0.063248
52.56	40.99	54.27	49.27	0.23	0.063	0.453	56.79	0.35	0.119772
51.89	37.57	58.38	49.28	0.186	-0.001	0.413	59.28	-0.159621	0.100271
57.46	41.0	49.05	49.17	0.196	0.011	0.416	58.61	-0.336773	0.069988
61.29	39.92	56.45	52.55	0.182	-0.032	0.401	61	-0.208907	0.064777
55.64	40.98	54.14	50.25	0.197	0.023	0.422	57.68	-0.181509	0.098113
59.92	42.98	48.76	50.55	0.238	0.049	0.453	52.2	-0.084647	0.078838
52.35	46.17	56.05	51.52	0.226	0.096	0.468	58.83	-0.223267	0.071782
56.1	48.26	57.49	53.95	0.209	0.063	0.445	57.51	0.051658	0.102967
55.17	45.63	58.66	53.15	0.24	0.08	0.463	54.21	0.114172	0.119427
50.1	48.13	56.41	51.55	0.196	0.031	0.435	60.02	0.11087	0.126482
53.84	56.98	52.67	54.5	0.187	0.037	0.442	60.37	-0.383236	0.060536
48.85	50.0	56.15	51.67	0.222	0.168	0.508	56.64	0.215058	0.150579
55.62	49.35	50.58	51.85	0.185	-0.016	0.399	57.67	-0.239438	0.054074
55.97	41.81	54.2	50.66	0.232	0.078	0.461	53.86	-0.093126	0.064302
58.21	44.93	53.43	52.19	0.196	0.03	0.421	57.51	-0.481764	0.079223
61.84	45.18	52.19	53.07	0.188	-0.028	0.382	58.54	-0.301762	0.101322
52.56	37.18	48.72	46.15	0.23	0.059	0.446	61	-0.242857	0.051948
56.71	59.76	47.54	54.67	0.203	0.016	0.433	55.9	-0.840136	0.02381
53.09	50.11	51.95	51.72	0.233	0.102	0.481	58.52	-0.421101	0.100917
49.16	46.37	56.42	50.65	0.192	-0.072	0.387	55.92	-0.158427	0.095506
55.11	46.59	59.09	53.6	0.229	0.083	0.472	47.96	-0.644	0.062857
59.82	59.52	51.66	57.0	0.216	0.127	0.489	54.48	-0.609394	0.027273
59.86	46.79	47.48	51.38	0.23	0.048	0.446	60.53	-0.286897	0.087356
58.21	42.06	50.87	50.38	0.233	0.092	0.469	57.67	-0.653877	0.086898
52.79	43.78	56.01	50.86	0.216	0.099	0.463	57.69	0.26129	0.096774
58.65	43.27	47.12	49.68	0.187	0.027	0.439	53.56	-0.961165	0.07767
50.0	35.0	59.0	48.0	0.228	0.103	0.474	53.97	0.058586	0.141414
59.59	34.93	50.68	48.4	0.296	0.114	0.5	56.24	-0.621379	0.041379
55.93	54.24	57.63	55.93	0.253	0.225	0.554	38.55	-0.827586	0.051724
59.02	38.35	55.26	50.88	0.207	-0.016	0.403	61	-0.038491	0.101887
48.25	41.89	62.22	50.79	0.226	0.027	0.454	56.91	-0.983333	0.055556
65.58	47.48	72.7	61.92	0.2	0.017	0.41	35.44	0.108333	0.080357
60.54	45.83	54.53	53.64	0.209	0.016	0.421	55.38	-0.490798	0.065031
54.02	49.93	50.89	51.61	0.198	0.024	0.424	57.22	-0.39153	0.071038
63.68	47.76	44.78	52.07	0.194	0.021	0.448	55.69	-0.736	0.07
57.03	48.88	51.02	52.31	0.234	0.085	0.468	55.72	-0.460143	0.077472
60.35	40.74	61.22	54.1	0.271	0.143	0.5	45.59	-0.247598	0.065502
48.78	50.41	60.16	53.12	0.169	0.044	0.415	61	0.406557	0.057377
47.75	48.88	65.73	54.12	0.193	0.07	0.45	56.34	0.017514	0.084746
58.04	45.98	43.75	49.26	0.205	0.004	0.417	56.64	-0.658744	0.058296
