GeneID,Total_Codons,A%,T%,G%,C%
Psal_007627,145,25.52,20.69,28.97,24.83
Psal_007628,281,19.93,18.15,32.38,29.54
Psal_007629,306,18.95,21.9,25.49,33.66
Psal_007630,228,19.74,18.42,36.84,25.0
Psal_007631,186,25.81,9.68,27.96,36.56
Psal_007632,171,15.2,21.64,30.99,32.16
Psal_007633,215,15.35,20.47,31.16,33.02
Psal_007634,94,17.02,30.85,24.47,27.66
Psal_007635,173,20.23,19.08,24.28,36.42
Psal_007636,87,27.59,19.54,21.84,31.03
Psal_007637,1196,19.15,18.48,19.65,42.73
Psal_007638,485,21.65,25.77,26.8,25.77
Psal_007639,161,26.09,29.19,16.77,27.95
Psal_007640,99,27.27,30.3,21.21,21.21
Psal_007641,79,21.52,24.05,21.52,32.91
Psal_007642,428,9.35,32.94,21.96,35.75
Psal_007643,64,10.94,35.94,23.44,29.69
Psal_007644,41,9.76,24.39,26.83,39.02
Psal_007645,99,27.27,21.21,26.26,25.25
Psal_007646,205,22.44,23.41,20.0,34.15
Psal_007647,107,18.69,20.56,30.84,29.91
Psal_007648,219,23.74,21.92,26.94,27.4
Psal_007649,224,24.11,18.75,33.93,23.21
Psal_007650,62,20.97,25.81,30.65,22.58
Psal_007651,217,20.28,23.5,25.81,30.41
Psal_007652,384,25.78,24.22,20.57,29.43
Psal_007653,140,21.43,28.57,27.86,22.14
Psal_007654,61,24.59,22.95,16.39,36.07
Psal_007655,93,22.58,30.11,21.51,25.81
Psal_007656,308,18.83,23.38,29.22,28.57
Psal_007657,366,10.11,28.96,29.78,31.15
Psal_007658,134,21.64,27.61,27.61,23.13
Psal_007659,85,27.06,23.53,22.35,27.06
Psal_007661,74,20.27,20.27,25.68,33.78
Psal_007662,494,23.08,26.92,21.66,28.34
Psal_007663,98,32.65,16.33,25.51,25.51
Psal_007664,111,26.13,24.32,30.63,18.92
Psal_007665,77,33.77,22.08,15.58,28.57
Psal_007666,108,28.7,22.22,18.52,30.56
Psal_007667,106,34.91,22.64,12.26,30.19
Psal_007668,262,22.14,22.52,23.66,31.68
Psal_007669,255,20.78,21.18,26.27,31.76
Psal_007670,105,19.05,25.71,34.29,20.95
Psal_007671,249,18.47,27.31,22.09,32.13
Psal_007672,131,9.16,25.95,28.24,36.64
Psal_007673,255,21.18,27.06,24.31,27.45
Psal_007674,298,20.47,21.81,23.49,34.23
Psal_007675,173,20.23,24.28,27.75,27.75
Psal_007676,171,15.2,25.73,25.73,33.33
Psal_007677,61,14.75,26.23,24.59,34.43
Psal_007678,50,24.0,24.0,26.0,26.0
Psal_007679,84,19.05,16.67,26.19,38.1
Psal_007680,148,18.92,26.35,22.97,31.76
Psal_007681,39,23.08,25.64,33.33,17.95
Psal_007682,299,21.74,28.09,21.4,28.76
Psal_007683,215,27.91,17.21,26.51,28.37
Psal_007684,89,25.84,29.21,16.85,28.09
Psal_007685,203,19.7,23.65,30.05,26.6
Psal_007686,227,24.67,14.98,27.75,32.6
Psal_007687,266,20.3,23.68,27.07,28.95
Psal_007688,200,19.5,22.0,37.5,21.0
Psal_007689,152,15.79,33.55,20.39,30.26
Psal_007690,199,23.62,20.6,23.62,32.16
Psal_007691,168,10.12,34.52,28.57,26.79
Psal_007692,146,13.01,34.25,21.23,31.51
Psal_007693,154,9.74,14.29,54.55,21.43
Psal_007694,473,19.03,24.95,35.52,20.51
Psal_007696,44,20.45,34.09,31.82,13.64
Psal_007697,151,18.54,24.5,21.85,35.1
Psal_007698,126,20.63,26.19,28.57,24.6
Psal_007699,74,10.81,28.38,27.03,33.78
Psal_007700,149,15.44,35.57,21.48,27.52
Psal_007701,218,25.69,24.31,21.56,28.44
Psal_007702,302,20.53,23.51,24.83,31.13
Psal_007703,133,12.78,33.83,24.06,29.32
Psal_007704,240,19.17,24.17,30.0,26.67
Psal_007705,253,18.58,22.92,23.72,34.78
Psal_007706,187,19.79,24.6,20.86,34.76
Psal_007707,467,14.56,28.48,25.48,31.48
Psal_007708,227,22.47,25.99,27.31,24.23
Psal_007709,223,18.83,24.22,21.97,34.98
Psal_007710,305,23.28,28.2,19.02,29.51
Psal_007711,152,15.13,23.68,35.53,25.66
Psal_007712,178,16.29,31.46,17.42,34.83
Psal_007713,36,11.11,30.56,30.56,27.78
Psal_007714,75,21.33,25.33,20.0,33.33
Psal_007715,319,16.3,39.5,11.6,32.6
Psal_007716,189,20.11,23.81,23.28,32.8
Psal_007717,299,21.07,27.09,22.07,29.77
Psal_007718,304,19.08,24.01,24.34,32.57
Psal_007719,341,19.06,26.39,26.98,27.57
Psal_007720,123,10.57,25.2,24.39,39.84
Psal_007721,240,20.83,26.67,26.67,25.83
Psal_007722,285,15.79,31.23,19.65,33.33
Psal_007723,247,20.65,23.89,21.86,33.6
Psal_007724,305,16.72,26.23,25.57,31.48
Psal_007725,169,17.75,18.93,21.89,41.42
Psal_007726,85,24.71,11.76,30.59,32.94
Psal_007727,321,25.86,24.3,16.82,33.02
Psal_007728,310,14.84,19.03,29.35,36.77
Psal_007729,307,15.96,22.15,32.57,29.32
Psal_007730,114,4.39,23.68,12.28,59.65
Psal_007731,266,18.42,25.19,23.31,33.08
Psal_007732,469,22.81,24.31,24.73,28.14
Psal_007733,293,19.45,24.91,26.62,29.01
Psal_007734,294,18.71,29.93,18.71,32.65
Psal_007735,127,18.11,22.05,24.41,35.43
Psal_007736,274,19.34,34.67,17.88,28.1
Psal_007737,539,21.34,22.26,20.04,36.36
Psal_007738,303,22.77,26.73,22.11,28.38
Psal_007739,80,28.75,17.5,22.5,31.25
Psal_007740,299,30.1,21.07,21.74,27.09
Psal_007741,430,27.21,18.6,31.4,22.79
Psal_007742,289,22.15,28.72,21.11,28.03
Psal_007743,131,18.32,25.19,26.72,29.77
Psal_007744,74,25.68,20.27,37.84,16.22
Psal_007745,323,15.79,28.17,21.67,34.37
Psal_007746,51,9.8,33.33,27.45,29.41
Psal_007747,150,16.0,22.67,25.33,36.0
Psal_007748,191,19.9,28.27,24.08,27.75
Psal_007749,116,22.41,22.41,26.72,28.45
Psal_007750,64,17.19,20.31,29.69,32.81
Psal_007751,138,23.91,20.29,22.46,33.33
Psal_007752,169,18.93,26.63,27.22,27.22
Psal_007753,62,32.26,17.74,24.19,25.81
Psal_007754,124,27.42,25.0,18.55,29.03
Psal_007755,221,23.98,25.34,23.53,27.15
Psal_007756,142,25.35,20.42,31.69,22.54
Psal_007757,313,15.02,30.99,23.64,30.35
Psal_007758,95,27.37,26.32,16.84,29.47
Psal_007759,100,31.0,26.0,27.0,16.0
Psal_007760,370,18.65,27.57,28.65,25.14
Psal_007761,112,21.43,24.11,27.68,26.79
Psal_007762,341,17.3,32.84,17.89,31.96
Psal_007763,245,21.63,28.57,22.45,27.35
Psal_007764,168,22.02,22.62,23.81,31.55
Psal_007765,197,19.8,27.92,23.35,28.93
Psal_007766,168,20.83,35.12,19.05,25.0
Psal_007767,297,24.24,21.21,24.24,30.3
Psal_007768,129,25.58,31.01,19.38,24.03
Psal_007769,365,19.45,29.86,26.03,24.66
Psal_007770,338,12.72,36.09,7.99,43.2
Psal_007771,618,16.34,34.63,19.42,29.61
Psal_007772,294,12.93,30.95,19.39,36.73
Psal_007773,108,16.67,32.41,13.89,37.04
Psal_007774,222,18.02,28.83,22.97,30.18
Psal_007775,226,19.47,23.45,24.34,32.74
Psal_007776,313,21.73,29.39,19.49,29.39
Psal_007777,182,22.53,23.63,25.27,28.57
Psal_007778,82,14.63,35.37,21.95,28.05
Psal_007779,257,15.95,29.18,21.79,33.07
Psal_007780,285,16.14,29.47,24.91,29.47
Psal_007781,197,18.78,29.44,26.4,25.38
Psal_007782,172,25.0,26.16,15.7,33.14
Psal_007783,257,26.85,24.51,25.29,23.35
Psal_007784,226,21.24,27.43,20.35,30.97
Psal_007785,229,15.72,25.33,20.09,38.86
Psal_007786,228,21.49,27.19,17.54,33.77
Psal_007787,201,21.39,22.89,23.38,32.34
Psal_007788,142,18.31,28.87,12.68,40.14
Psal_007789,376,26.86,25.8,22.07,25.27
Psal_007790,345,25.8,27.54,20.0,26.67
Psal_007791,455,19.12,26.15,20.0,34.73
Psal_007792,1129,16.03,29.05,19.84,35.08
Psal_007793,347,25.94,23.92,21.04,29.11
Psal_007794,371,15.09,33.69,16.44,34.77
Psal_007795,287,26.13,18.82,25.78,29.27
Psal_007796,71,25.35,29.58,29.58,15.49
Psal_007797,700,21.86,30.43,21.0,26.71
Psal_007798,121,18.18,31.4,15.7,34.71
Psal_007799,234,23.08,30.77,18.8,27.35
Psal_007800,293,20.82,26.28,22.18,30.72
Psal_007801,105,24.76,20.0,19.05,36.19
Psal_007802,229,22.71,21.4,22.27,33.62
Psal_007803,448,22.32,26.34,24.78,26.56
Psal_007804,75,8.0,34.67,8.0,49.33
Psal_007805,214,32.71,20.56,23.36,23.36
Psal_007806,530,21.51,26.98,25.09,26.42
Psal_007807,277,23.47,23.47,25.27,27.8
Psal_007808,184,24.46,19.02,25.0,31.52
Psal_007809,205,18.54,25.85,30.24,25.37
Psal_007810,356,25.28,23.03,26.69,25.0
Psal_007811,84,22.62,25.0,26.19,26.19
Psal_007812,189,29.1,19.58,21.69,29.63
Psal_007813,59,30.51,15.25,22.03,32.2
Psal_007814,210,20.0,27.14,23.33,29.52
Psal_007815,102,30.39,15.69,29.41,24.51
Psal_007816,67,28.36,25.37,23.88,22.39
Psal_007817,81,17.28,24.69,14.81,43.21
Psal_007818,311,21.54,22.83,20.9,34.73
Psal_007819,229,20.96,30.57,24.89,23.58
Psal_007820,297,23.57,22.56,26.26,27.61
Psal_007821,102,14.71,27.45,19.61,38.24
Psal_007822,133,21.05,25.56,21.05,32.33
Psal_007823,119,19.33,26.05,23.53,31.09
Psal_007824,203,19.7,27.09,22.66,30.54
Psal_007825,202,23.76,22.28,23.76,30.2
Psal_007826,211,19.91,31.28,26.07,22.75
Psal_007827,283,14.84,32.51,24.03,28.62
Psal_007828,447,31.1,18.79,26.17,23.94
Psal_007829,78,20.51,28.21,23.08,28.21
Psal_007830,195,25.13,16.92,33.33,24.62
Psal_007831,64,17.19,43.75,20.31,18.75
Psal_007832,105,31.43,20.0,17.14,31.43
Psal_007833,219,19.18,26.48,24.66,29.68
Psal_007834,317,23.97,17.03,29.02,29.97
Psal_007835,261,27.2,29.89,19.54,23.37
Psal_007836,214,21.5,31.78,22.43,24.3
Psal_007837,341,13.2,31.38,13.78,41.64
Psal_007838,262,18.7,22.9,31.68,26.72
Psal_007839,288,19.44,26.04,23.61,30.9
Psal_007840,236,9.75,31.78,11.02,47.46
Psal_007841,329,23.1,22.49,21.88,32.52
Psal_007842,149,22.82,20.81,30.87,25.5
Psal_007843,221,23.08,24.89,24.43,27.6
Psal_007844,205,22.44,20.98,25.37,31.22
Psal_007845,291,14.78,31.96,13.4,39.86
Psal_007846,99,20.2,29.29,15.15,35.35
Psal_007847,290,17.59,30.69,18.28,33.45
Psal_007848,47,31.91,19.15,25.53,23.4
Psal_007849,185,23.24,31.35,20.0,25.41
Psal_007850,202,24.75,23.76,19.8,31.68
Psal_007851,291,21.65,31.96,17.18,29.21
Psal_007852,813,20.3,28.29,22.02,29.4
Psal_007853,149,24.83,25.5,27.52,22.15
Psal_007854,588,17.18,27.55,20.07,35.2
Psal_007855,62,22.58,24.19,29.03,24.19
Psal_007856,230,23.48,27.39,21.74,27.39
Psal_007857,403,15.88,33.25,20.84,30.02
Psal_007858,91,25.27,18.68,20.88,35.16
Psal_007859,537,22.91,27.19,22.35,27.56
Psal_007860,380,27.89,29.47,20.53,22.11
Psal_007861,91,23.08,27.47,25.27,24.18
Psal_007862,150,21.33,28.0,24.0,26.67
Psal_007863,261,23.37,27.97,19.92,28.74
Psal_007864,403,19.6,31.51,23.08,25.81
Psal_007865,30,20.0,16.67,30.0,33.33
Psal_007866,181,21.55,25.41,24.86,28.18
Psal_007867,353,9.63,32.58,16.43,41.36
Psal_007868,280,25.0,24.64,27.86,22.5
Psal_007869,178,18.54,22.47,21.35,37.64
Psal_007870,318,18.55,29.56,25.79,26.1
Psal_007871,183,20.77,21.86,30.6,26.78
Psal_007872,385,26.49,23.12,20.0,30.39
Psal_007873,1207,19.55,28.33,22.45,29.66
Psal_007874,190,25.26,20.53,28.95,25.26
Psal_007875,290,17.59,24.83,22.76,34.83
Psal_007876,324,8.33,37.65,10.19,43.83
Psal_007877,319,10.66,37.62,11.91,39.81
Psal_007878,254,23.62,30.31,20.08,25.98
Psal_007879,80,8.75,30.0,32.5,28.75
Psal_007880,235,20.0,25.96,25.53,28.51
Psal_007881,658,20.21,25.23,27.05,27.51
Psal_007882,408,26.72,23.28,25.74,24.26
Psal_007883,300,23.0,31.33,20.67,25.0
Psal_007884,353,23.51,27.2,26.06,23.23
Psal_007885,145,10.34,31.03,3.45,55.17
Psal_007886,248,20.56,28.23,27.02,24.19
Psal_007887,153,16.34,23.53,28.76,31.37
Psal_007888,304,16.45,29.93,24.67,28.95
Psal_007889,58,20.69,20.69,29.31,29.31
Psal_007890,163,23.31,25.15,21.47,30.06
Psal_007891,302,25.83,20.86,21.52,31.79
Psal_007892,590,20.85,25.25,24.41,29.49
Psal_007893,159,26.42,18.87,25.16,29.56
Psal_007894,524,19.66,30.92,21.76,27.67
Psal_007895,475,22.74,27.16,20.21,29.89
Psal_007896,441,21.77,26.76,24.72,26.76
Psal_007897,68,25.0,23.53,17.65,33.82
Psal_007898,221,25.79,23.08,17.65,33.48
Psal_007899,170,20.59,30.59,23.53,25.29
Psal_007900,107,18.69,35.51,14.95,30.84
Psal_007901,641,21.53,28.39,22.78,27.3
Psal_007902,529,21.93,30.43,20.6,27.03
Psal_007903,45,22.22,22.22,31.11,24.44
Psal_007904,81,11.11,22.22,29.63,37.04
Psal_007905,207,25.6,32.37,18.36,23.67
Psal_007906,820,15.12,32.68,17.56,34.63
Psal_007907,112,22.32,16.96,26.79,33.93
Psal_007908,379,20.58,29.82,18.73,30.87
Psal_007909,1129,22.76,27.81,22.41,27.02
Psal_007910,424,23.58,22.64,25.0,28.77
Psal_007911,369,19.78,29.81,19.51,30.89
Psal_007912,111,22.52,17.12,27.03,33.33
Psal_007913,211,29.86,27.49,21.8,20.85
Psal_007914,131,22.14,22.14,19.08,36.64
Psal_007915,272,21.69,26.1,20.96,31.25
Psal_007916,750,23.73,27.07,17.73,31.47
Psal_007917,497,16.7,24.14,21.73,37.42
Psal_007918,279,14.7,29.03,25.09,31.18
Psal_007919,126,20.63,21.43,23.02,34.92
Psal_007920,491,20.37,32.18,22.4,25.05
Psal_007921,175,23.43,26.86,22.29,27.43
Psal_007922,204,23.53,31.37,19.12,25.98
Psal_007923,124,20.16,27.42,22.58,29.84
Psal_007924,321,16.2,28.66,21.5,33.64
Psal_007925,37,43.24,10.81,21.62,24.32
Psal_007926,359,25.91,23.96,20.61,29.53
Psal_007927,155,20.65,30.32,21.29,27.74
Psal_007928,279,22.22,24.37,21.15,32.26
Psal_007929,346,24.28,30.35,24.57,20.81
Psal_007930,176,28.41,18.75,25.57,27.27
Psal_007931,242,20.25,24.79,27.27,27.69
Psal_007932,237,21.52,21.94,31.65,24.89
Psal_007933,149,23.49,28.19,22.15,26.17
Psal_007934,203,17.24,23.65,30.54,28.57
Psal_007935,179,27.93,27.93,14.53,29.61
Psal_007936,142,17.61,21.83,30.99,29.58
Psal_007937,106,23.58,27.36,19.81,29.25
Psal_007938,175,19.43,24.57,24.0,32.0
Psal_007939,154,20.78,27.27,20.78,31.17
Psal_007940,151,22.52,27.81,23.18,26.49
Psal_007941,273,24.18,22.34,23.44,30.04
Psal_007942,313,16.29,25.56,26.2,31.95
Psal_007943,213,21.13,25.35,20.66,32.86
Psal_007944,361,19.67,28.81,20.22,31.3
Psal_007945,179,25.7,22.35,18.44,33.52
Psal_007946,175,20.57,25.71,24.0,29.71
Psal_007947,310,19.68,25.48,24.84,30.0
Psal_007948,260,20.77,26.92,23.46,28.85
Psal_007949,474,19.83,29.75,21.73,28.69
Psal_007950,889,20.13,26.32,25.87,27.67
Psal_007951,123,19.51,22.76,20.33,37.4
Psal_007952,153,28.1,31.37,20.92,19.61
Psal_007953,73,12.33,31.51,12.33,43.84
Psal_007954,98,17.35,23.47,17.35,41.84
Psal_007955,186,23.12,22.58,27.42,26.88
Psal_007956,294,27.21,25.51,20.75,26.53
Psal_007957,159,27.04,23.9,18.87,30.19
Psal_007958,170,21.18,25.88,25.88,27.06
Psal_007959,442,23.08,28.73,22.4,25.79
Psal_007960,120,20.0,26.67,25.83,27.5
Psal_007961,269,23.42,21.93,23.42,31.23
Psal_007962,267,22.47,23.6,24.72,29.21
Psal_007963,542,19.37,26.75,30.07,23.8
Psal_007964,174,14.94,29.89,23.56,31.61
Psal_007967,154,16.23,24.68,31.17,27.92
Psal_007968,724,23.62,26.52,25.28,24.59
Psal_007969,257,18.29,24.9,22.18,34.63
Psal_007970,64,14.06,32.81,31.25,21.88
Psal_007971,890,18.09,26.74,21.69,33.48
Psal_007972,605,21.16,25.95,30.91,21.98
Psal_007973,157,10.19,27.39,7.64,54.78
Psal_007974,102,7.84,33.33,32.35,26.47
Psal_007975,397,20.91,25.69,22.67,30.73
Psal_007976,213,20.66,29.58,23.47,26.29
Psal_007977,416,27.4,20.67,25.0,26.92
Psal_007978,308,21.43,28.57,25.0,25.0
Psal_007979,324,18.52,27.78,22.53,31.17
Psal_007980,235,25.53,22.55,20.43,31.49
Psal_007981,283,20.85,26.86,25.8,26.5
Psal_007982,153,20.26,29.41,22.88,27.45
Psal_007983,437,17.85,26.09,23.8,32.27
Psal_007984,283,25.09,24.03,26.15,24.73
Psal_007985,59,18.64,27.12,16.95,37.29
Psal_007986,251,22.71,23.9,25.5,27.89
Psal_007987,177,22.6,22.6,27.12,27.68
Psal_007988,467,23.55,28.69,21.41,26.34
Psal_007989,102,30.39,23.53,22.55,23.53
Psal_007990,216,15.74,29.17,20.37,34.72
Psal_007991,132,18.18,21.97,22.73,37.12
Psal_007992,655,18.78,26.11,23.21,31.91
Psal_007993,288,25.69,26.39,25.0,22.92
Psal_007994,129,18.6,35.66,18.6,27.13
Psal_007995,29,27.59,27.59,17.24,27.59
Psal_007996,168,21.43,26.19,23.81,28.57
Psal_007997,138,13.77,17.39,30.43,38.41
Psal_007998,108,23.15,28.7,25.93,22.22
Psal_007999,594,15.49,31.14,17.0,36.36
Psal_008000,270,22.59,24.81,25.19,27.41
Psal_008001,127,29.92,25.98,22.05,22.05
Psal_008002,696,22.13,29.74,22.99,25.14
Psal_008003,197,21.83,20.3,27.41,30.46
Psal_008004,601,19.3,28.45,22.3,29.95
Psal_008005,662,21.15,29.61,20.54,28.7
Psal_008006,622,21.38,29.9,23.63,25.08
Psal_008007,124,14.52,37.1,18.55,29.84
Psal_008008,228,22.81,24.56,21.49,31.14
Psal_008009,56,33.93,21.43,19.64,25.0
Psal_008010,150,22.0,32.0,16.67,29.33
Psal_008011,164,21.34,22.56,29.27,26.83
Psal_008012,327,18.35,33.64,19.88,28.13
Psal_008013,199,17.59,29.15,19.6,33.67
Psal_008014,220,23.64,24.55,22.27,29.55
Psal_008015,861,20.33,34.96,19.74,24.97
Psal_008016,74,20.27,33.78,8.11,37.84
Psal_008017,213,20.19,25.82,23.0,30.99
Psal_008018,135,22.96,22.96,31.11,22.96
Psal_008019,600,18.0,29.83,29.5,22.67
Psal_008020,228,18.42,21.93,25.44,34.21
Psal_008021,225,20.44,24.89,18.22,36.44
Psal_008022,93,16.13,23.66,19.35,40.86
Psal_008023,228,18.42,20.18,25.44,35.96
Psal_008024,85,20.0,25.88,11.76,42.35
Psal_008025,93,16.13,23.66,19.35,40.86
Psal_008026,80,31.25,23.75,15.0,30.0
Psal_008027,141,16.31,21.99,29.79,31.91
Psal_008028,224,20.09,25.0,18.3,36.61
Psal_008029,46,13.04,30.43,26.09,30.43
Psal_008030,427,22.01,24.36,23.89,29.74
Psal_008031,293,22.53,29.35,13.65,34.47
Psal_008032,208,23.08,21.15,21.15,34.62
Psal_008033,268,23.51,32.46,19.03,25.0
Psal_008034,291,24.4,26.12,23.37,26.12
Psal_008035,221,17.65,28.51,20.81,33.03
Psal_008036,105,24.76,16.19,28.57,30.48
Psal_008037,317,25.24,26.18,24.29,24.29
Psal_008038,352,26.99,23.58,19.32,30.11
Psal_008039,274,18.98,25.18,26.28,29.56
Psal_008040,34,11.76,20.59,20.59,47.06
Psal_008041,133,24.06,21.05,21.05,33.83
Psal_008042,147,24.49,29.25,15.65,30.61
Psal_008043,1388,20.53,29.97,21.11,28.39
Psal_008044,231,25.54,26.41,19.05,29.0
Psal_008045,201,22.39,28.36,21.39,27.86
Psal_008046,157,23.57,24.84,22.93,28.66
Psal_008047,344,25.29,30.23,15.12,29.36
Psal_008048,232,25.0,25.43,23.28,26.29
Psal_008049,312,22.44,27.24,26.6,23.72
Psal_008050,93,25.81,23.66,30.11,20.43
Psal_008052,73,16.44,26.03,26.03,31.51
Psal_008053,91,21.98,26.37,25.27,26.37
Psal_008054,140,19.29,30.0,18.57,32.14
Psal_008055,475,21.89,26.95,21.47,29.68
Psal_008056,260,24.23,30.77,18.46,26.54
Psal_008057,146,19.18,21.92,28.77,30.14
Psal_008058,140,23.57,27.86,17.86,30.71
Psal_008059,253,23.32,27.27,19.37,30.04
Psal_008060,701,21.83,26.68,22.82,28.67
Psal_008061,386,18.91,26.17,19.95,34.97
Psal_008062,525,24.0,28.38,20.76,26.86
Psal_008063,97,28.87,24.74,13.4,32.99
Psal_008064,365,20.27,22.74,24.66,32.33
Psal_008065,270,18.52,31.48,20.74,29.26
Psal_008066,220,18.64,30.91,22.27,28.18
Psal_008067,125,17.6,26.4,14.4,41.6
Psal_008068,118,16.95,25.42,17.8,39.83
Psal_008069,126,15.08,22.22,24.6,38.1
Psal_008070,40,20.0,22.5,32.5,25.0
Psal_008071,155,20.65,18.06,24.52,36.77
Psal_008072,209,26.79,22.01,15.79,35.41
Psal_008073,121,21.49,26.45,18.18,33.88
Psal_008074,332,17.77,32.23,19.58,30.42
Psal_008075,350,22.0,31.43,19.14,27.43
Psal_008076,276,25.0,23.19,24.64,27.17
Psal_008077,33,3.03,24.24,12.12,60.61
Psal_008078,345,20.87,25.8,24.06,29.28
Psal_008079,193,17.62,16.06,27.98,38.34
Psal_008080,161,24.84,20.5,27.33,27.33
Psal_008081,34,26.47,26.47,26.47,20.59
Psal_008082,327,19.27,32.72,23.85,24.16
Psal_008083,484,21.07,27.48,21.69,29.75
Psal_008084,262,18.32,33.21,14.5,33.97
Psal_008085,389,24.42,26.48,22.88,26.22
Psal_008086,283,20.85,30.04,18.02,31.1
Psal_008087,316,18.99,30.06,23.42,27.53
Psal_008088,236,21.61,29.24,27.12,22.03
Psal_008089,239,18.41,28.03,25.1,28.45
Psal_008090,169,6.51,32.54,30.77,30.18
Psal_008091,540,22.96,30.56,26.48,20.0
Psal_008092,182,19.78,28.02,20.88,31.32
Psal_008093,183,22.95,24.04,32.79,20.22
Psal_008094,66,21.21,19.7,27.27,31.82
Psal_008095,397,22.67,31.74,21.41,24.18
Psal_008096,264,19.7,31.44,17.05,31.82
Psal_008097,52,26.92,26.92,21.15,25.0
Psal_008098,105,21.9,20.0,31.43,26.67
Psal_008099,74,29.73,20.27,25.68,24.32
Psal_008100,78,30.77,17.95,28.21,23.08
Psal_008101,111,21.62,29.73,22.52,26.13
Psal_008102,347,21.33,22.19,25.65,30.84
Psal_008103,473,22.41,23.47,25.37,28.75
Psal_008104,307,18.89,25.73,18.24,37.13
Psal_008105,192,19.27,32.81,14.58,33.33
Psal_008106,329,23.1,25.84,20.97,30.09
Psal_008107,418,22.25,28.71,23.21,25.84
Psal_008108,152,18.42,37.5,19.74,24.34
Psal_008109,181,20.99,27.07,22.1,29.83
Psal_008110,610,21.97,24.43,26.07,27.54
Psal_008111,264,26.89,27.27,23.11,22.73
Psal_008112,226,21.68,21.68,27.43,29.2
Psal_008113,104,23.08,27.88,19.23,29.81
Psal_008114,141,21.99,24.11,21.99,31.91
Psal_008115,208,17.79,31.25,21.15,29.81
Psal_008116,322,22.98,29.5,18.94,28.57
Psal_008117,299,22.41,29.1,23.41,25.08
Psal_008118,443,20.09,24.6,24.6,30.7
Psal_008119,101,13.86,22.77,15.84,47.52
Psal_008120,191,17.8,23.04,26.7,32.46
Psal_008121,323,25.7,26.93,18.27,29.1
Psal_008122,151,26.49,24.5,18.54,30.46
Psal_008123,223,21.52,27.8,19.28,31.39
Psal_008124,429,25.17,22.84,23.54,28.44
Psal_008125,293,17.06,24.91,26.62,31.4
Psal_008126,415,18.8,29.4,21.69,30.12
Psal_008127,213,16.9,25.35,30.05,27.7
Psal_008128,307,21.17,21.17,23.78,33.88
Psal_008129,132,23.48,25.76,18.94,31.82
Psal_008130,259,15.44,35.52,15.83,33.2
Psal_008131,36,5.56,13.89,19.44,61.11
Psal_008132,246,15.45,31.3,22.36,30.89
Psal_008133,118,12.71,25.42,20.34,41.53
Psal_008134,325,23.08,21.54,22.15,33.23
Psal_008135,268,30.22,20.9,26.87,22.01
Psal_008136,272,15.44,30.51,16.18,37.87
Psal_008137,55,18.18,18.18,20.0,43.64
Psal_008138,330,20.0,24.24,26.67,29.09
Psal_008139,595,21.18,25.55,22.18,31.09
Psal_008140,157,12.1,44.59,8.92,34.39
Psal_008141,170,28.24,31.18,18.82,21.76
Psal_008142,559,21.65,26.83,22.54,28.98
Psal_008143,1558,19.06,27.09,24.26,29.59
Psal_008144,546,16.67,27.47,22.34,33.52
Psal_008145,146,24.66,17.12,37.67,20.55
Psal_008146,171,22.81,25.15,22.81,29.24
Psal_008147,339,22.71,33.92,20.06,23.3
Psal_008148,294,23.47,30.61,18.03,27.89
Psal_008149,115,20.87,21.74,33.91,23.48
Psal_008151,371,25.61,20.75,23.18,30.46
Psal_008153,557,19.93,28.73,25.13,26.21
Psal_008154,51,15.69,13.73,1.96,68.63
Psal_008155,489,15.95,32.72,21.47,29.86
Psal_008156,188,22.34,25.0,21.28,31.38
Psal_008157,32,37.5,28.12,9.38,25.0
Psal_008158,93,16.13,26.88,9.68,47.31
Psal_008159,220,22.27,29.09,26.82,21.82
Psal_008160,175,19.43,28.0,29.14,23.43
Psal_008161,290,22.76,28.28,18.62,30.34
Psal_008162,96,19.79,31.25,23.96,25.0
Psal_008163,70,14.29,21.43,12.86,51.43
Psal_008164,68,13.24,33.82,19.12,33.82
Psal_008165,498,23.69,28.51,20.88,26.91
Psal_008166,461,24.3,26.03,15.62,34.06
Psal_008167,345,23.19,30.43,21.74,24.64
Psal_008168,55,18.18,27.27,34.55,20.0
Psal_008169,258,24.81,28.29,18.6,28.29
Psal_008170,288,26.04,22.92,24.65,26.39
Psal_008171,645,17.67,26.98,29.15,26.2
Psal_008172,165,18.79,20.0,12.73,48.48
Psal_008173,361,12.19,19.39,31.86,36.57
Psal_008174,415,21.2,21.93,33.01,23.86
Psal_008175,63,31.75,19.05,22.22,26.98
Psal_008176,50,38.0,12.0,36.0,14.0
Psal_008177,134,23.88,24.63,17.91,33.58
Psal_008178,68,29.41,25.0,16.18,29.41
Psal_008179,102,16.67,29.41,24.51,29.41
Psal_008180,122,33.61,10.66,28.69,27.05
Psal_008181,177,11.3,29.94,11.86,46.89
Psal_008182,320,16.88,33.44,19.06,30.63
Psal_008183,198,18.69,32.83,16.16,32.32
Psal_008184,305,20.33,23.28,20.0,36.39
Psal_008185,254,26.38,27.95,24.02,21.65
Psal_008186,340,23.24,29.12,18.24,29.41
Psal_008187,377,20.95,29.18,23.08,26.79
Psal_008188,241,17.43,24.48,22.82,35.27
Psal_008189,236,20.34,26.69,30.08,22.88
Psal_008190,324,25.0,23.15,23.15,28.7
Psal_008191,226,25.22,26.11,26.55,22.12
